filename,LEX,LEY,REX,REY,NX,NY,LMX,LMY,RMX,RMY
Tom_Holland_000001_0.png,85,85,174,85,133,136,90,172,162,174
Tom_Holland_000002_0.png,86,86,174,85,132,137,91,172,160,174
Tom_Holland_000003_0.png,86,85,174,86,135,137,90,173,160,175
Tom_Holland_000004_0.png,86,84,172,85,133,137,92,174,161,175
Tom_Holland_000005_0.png,86,86,174,87,131,134,92,173,161,176
Tom_Holland_000007_0.png,86,85,172,85,132,132,88,173,158,175
Tom_Holland_000008_0.png,88,84,171,86,135,133,93,173,158,177
Tom_Holland_000009_0.png,88,85,172,85,134,132,88,173,155,175
Tom_Holland_000010_0.png,88,85,171,84,135,135,88,175,155,175
Tom_Holland_000011_0.png,88,85,172,85,134,133,90,173,153,176
Tom_Holland_000012_0.png,88,84,172,85,134,133,89,173,154,177
Tom_Holland_000013_0.png,90,85,172,84,138,131,93,174,154,177
Tom_Holland_000015_0.png,93,85,171,83,139,130,92,175,153,176
Tom_Holland_000016_0.png,92,83,169,84,140,129,92,174,151,176
Tom_Holland_000017_0.png,94,85,169,84,141,128,94,175,150,184
Tom_Holland_000018_0.png,94,85,168,85,142,129,91,175,153,180
Tom_Holland_000020_0.png,94,85,169,85,144,130,90,175,152,181
Tom_Holland_000021_0.png,93,84,170,84,145,130,91,174,155,180
Tom_Holland_000022_0.png,91,84,170,84,145,132,90,175,155,180
Tom_Holland_000023_0.png,92,84,170,86,142,132,90,174,155,179
Tom_Holland_000024_0.png,90,84,170,85,143,130,88,174,155,178
Tom_Holland_000025_0.png,90,83,170,85,143,130,89,174,154,178
Tom_Holland_000026_0.png,90,83,171,85,143,131,89,173,155,178
Tom_Holland_000027_0.png,89,84,170,86,143,132,89,174,154,178
Tom_Holland_000028_0.png,89,83,170,85,144,132,86,173,156,177
Tom_Holland_000029_0.png,89,83,171,85,142,132,87,173,154,178
Tom_Holland_000031_0.png,89,84,170,85,142,131,88,173,154,178
Tom_Holland_000032_0.png,89,83,171,84,143,133,87,173,154,178
Tom_Holland_000033_0.png,90,83,171,83,142,131,89,174,154,179
Tom_Holland_000034_0.png,89,84,170,84,142,133,89,173,153,179
Tom_Holland_000035_0.png,89,83,171,83,141,131,91,174,153,178
Tom_Holland_000036_0.png,89,83,171,84,144,133,91,175,152,179
Tom_Holland_000037_0.png,90,82,171,83,141,130,91,175,151,179
Tom_Holland_000038_0.png,90,81,170,83,141,130,92,174,150,179
Tom_Holland_000039_0.png,90,82,170,82,143,129,93,176,150,178
Tom_Holland_000040_0.png,91,83,170,83,144,128,91,176,151,178
Tom_Holland_000041_0.png,91,83,171,81,142,129,94,177,151,180
Tom_Holland_000042_0.png,91,82,170,81,142,130,90,176,152,179
Tom_Holland_000043_0.png,91,82,170,82,143,127,93,175,152,177
Tom_Holland_000044_0.png,91,81,170,82,141,127,92,172,153,176
Tom_Holland_000045_0.png,90,82,171,83,140,129,92,175,152,176
Tom_Holland_000046_0.png,89,83,170,83,142,130,90,175,152,178
Tom_Holland_000047_0.png,82,88,167,90,141,129,88,173,156,177
Tom_Holland_000048_0.png,82,87,169,91,141,130,87,173,155,177
Tom_Holland_000049_0.png,81,86,166,87,140,131,87,173,156,176
Tom_Holland_000050_0.png,81,85,165,86,139,131,88,174,157,176
Tom_Holland_000051_0.png,79,84,165,85,138,128,87,173,154,176
Tom_Holland_000052_0.png,80,84,167,85,139,128,90,174,159,176
Tom_Holland_000053_0.png,80,83,166,85,138,129,88,174,158,175
Tom_Holland_000054_0.png,80,83,167,85,139,131,90,172,159,177
Tom_Holland_000056_0.png,77,83,165,83,136,129,91,175,157,177
Tom_Holland_000057_0.png,79,84,167,84,133,129,95,175,157,176
Tom_Holland_000058_0.png,79,83,168,83,131,128,95,178,158,179
Tom_Holland_000060_0.png,81,86,171,84,131,131,96,177,160,175
Tom_Holland_000062_0.png,80,85,168,81,121,131,97,174,164,176
Tom_Holland_000064_0.png,81,84,167,82,120,132,96,174,162,176
Tom_Holland_000065_0.png,82,81,165,79,118,131,96,172,160,176
Tom_Holland_000066_0.png,83,80,164,78,118,131,99,172,159,175
Tom_Holland_000067_0.png,86,80,165,79,117,130,103,177,157,176
Tom_Holland_000068_0.png,87,81,164,79,113,128,101,172,158,174
Tom_Holland_000069_0.png,89,82,169,79,115,130,101,176,159,176
Tom_Holland_000070_0.png,89,84,170,80,117,132,98,172,160,176
Tom_Holland_000071_0.png,88,85,173,81,118,132,98,174,159,176
Tom_Holland_000072_0.png,86,86,171,83,117,132,96,174,158,173
Tom_Holland_000073_0.png,85,84,172,81,117,133,98,173,156,174
Tom_Holland_000074_0.png,86,84,172,81,116,132,97,175,158,173
Tom_Holland_000075_0.png,86,84,171,81,118,132,99,175,155,173
Tom_Holland_000076_0.png,86,84,172,82,118,129,100,175,155,174
Tom_Holland_000077_0.png,86,84,172,81,116,130,100,175,154,175
Tom_Holland_000078_0.png,86,85,171,82,116,130,100,174,156,174
Tom_Holland_000079_0.png,85,87,170,83,120,133,99,175,156,174
Tom_Holland_000080_0.png,85,86,171,82,121,132,100,175,157,174
Tom_Holland_000081_0.png,84,86,171,82,121,131,100,176,154,174
Tom_Holland_000082_0.png,85,85,171,83,121,129,97,175,158,175
Tom_Holland_000084_0.png,83,86,170,83,121,130,99,176,156,175
Tom_Holland_000085_0.png,82,85,169,83,122,131,96,176,153,177
Tom_Holland_000086_0.png,83,86,169,82,121,129,99,176,154,176
Tom_Holland_000087_0.png,84,86,168,83,121,128,97,176,154,176
Tom_Holland_000088_0.png,84,85,167,83,121,127,98,176,156,176
Tom_Holland_000089_0.png,85,86,167,82,121,124,98,175,156,177
Tom_Holland_000090_0.png,86,84,167,83,122,125,97,173,156,177
Tom_Holland_000091_0.png,86,86,167,85,123,126,98,175,158,178
Tom_Holland_000092_0.png,85,85,168,83,122,127,97,175,159,177
Tom_Holland_000093_0.png,85,86,168,84,123,126,98,175,159,178
Tom_Holland_000094_0.png,84,85,169,82,125,127,98,175,159,177
Tom_Holland_000095_0.png,85,85,169,83,124,128,98,175,158,177
Tom_Holland_000097_0.png,87,86,172,83,127,129,101,177,155,178
Tom_Holland_000098_0.png,86,86,173,83,126,130,99,178,153,176
Tom_Holland_000099_0.png,86,85,172,82,126,129,96,176,154,178
Tom_Holland_000100_0.png,86,86,173,84,127,130,98,176,157,177
Tom_Holland_000102_0.png,86,86,174,84,127,129,91,176,159,177
Tom_Holland_000104_0.png,87,86,176,85,130,130,92,175,159,177
Tom_Holland_000106_0.png,87,85,174,85,131,130,91,172,160,177
Tom_Holland_000107_0.png,87,86,176,85,131,131,91,174,158,176
Tom_Holland_000108_0.png,86,86,174,86,132,130,91,173,160,176
Tom_Holland_000109_0.png,86,87,174,86,131,131,90,174,159,176
Tom_Holland_000110_0.png,87,87,174,86,133,129,91,173,161,176
Tom_Holland_000111_0.png,86,85,173,86,132,129,89,174,160,176
Tom_Holland_000112_0.png,86,86,174,87,132,128,88,175,162,176
Tom_Holland_000113_0.png,87,87,176,87,135,129,89,175,161,177
Tom_Holland_000114_0.png,87,88,176,89,135,130,90,176,167,179
Tom_Holland_000115_0.png,86,88,176,89,135,128,90,177,161,177
Tom_Holland_000116_0.png,86,85,176,88,133,128,86,177,160,176
Tom_Holland_000117_0.png,88,85,175,88,135,129,89,175,158,178
Tom_Holland_000118_0.png,88,85,176,88,134,128,91,175,158,177
Tom_Holland_000119_0.png,87,86,174,87,135,129,90,176,157,177
Tom_Holland_000120_0.png,89,84,175,86,136,129,92,175,157,176
Tom_Holland_000121_0.png,87,84,174,86,135,129,88,175,158,178
Tom_Holland_000124_0.png,88,84,175,88,136,132,89,176,158,176
Tom_Holland_000125_0.png,88,84,174,87,136,134,93,175,159,178
Tom_Holland_000126_0.png,88,84,174,87,135,132,95,175,157,178
Tom_Holland_000127_0.png,89,83,173,85,137,132,94,175,158,178
Tom_Holland_000128_0.png,88,82,173,84,135,133,92,175,158,178
Tom_Holland_000129_0.png,88,83,173,84,135,132,95,175,155,178
Tom_Holland_000130_0.png,87,82,173,85,134,133,92,174,157,177
Tom_Holland_000131_0.png,88,82,173,83,134,133,96,174,154,176
Tom_Holland_000132_0.png,88,82,173,83,135,132,96,174,155,177
Tom_Holland_000134_0.png,88,82,172,84,135,133,93,175,154,177
Tom_Holland_000135_0.png,88,81,173,82,134,133,94,173,153,176
Tom_Holland_000136_0.png,88,82,173,83,134,132,93,176,156,177
Tom_Holland_000137_0.png,89,82,173,82,138,134,93,176,153,178
Tom_Holland_000138_0.png,90,82,173,82,137,132,94,173,155,174
Tom_Holland_000139_0.png,90,82,172,80,136,132,94,175,156,174
Tom_Holland_000140_0.png,90,82,172,82,135,134,93,173,154,176
Tom_Holland_000141_0.png,90,82,173,80,137,134,95,174,156,176
Tom_Holland_000142_0.png,89,82,172,82,135,134,92,171,156,175
Tom_Holland_000144_0.png,88,82,172,83,135,137,91,175,158,177
Tom_Holland_000145_0.png,89,82,173,82,136,136,95,174,155,176
Tom_Holland_000146_0.png,90,82,173,83,136,135,94,174,155,174
Tom_Holland_000147_0.png,91,81,173,81,136,134,96,173,154,175
Tom_Holland_000149_0.png,90,82,173,82,136,135,96,174,157,176
Tom_Holland_000151_0.png,89,81,174,83,136,134,94,173,155,176
Tom_Holland_000152_0.png,89,82,174,82,135,135,96,174,155,175
Tom_Holland_000153_0.png,89,82,173,82,135,134,93,174,156,175
Tom_Holland_000154_0.png,90,82,174,82,137,136,95,173,157,176
Tom_Holland_000156_0.png,89,82,174,82,137,134,95,174,153,175
Tom_Holland_000157_0.png,89,82,173,83,138,134,95,173,155,175
Tom_Holland_000158_0.png,90,82,173,84,139,132,93,173,154,176
Tom_Holland_000159_0.png,90,82,172,84,140,132,94,174,154,178
Tom_Holland_000161_0.png,90,82,172,83,138,132,94,174,157,177
Tom_Holland_000162_0.png,89,82,172,82,140,133,95,175,154,176
Tom_Holland_000164_0.png,91,84,171,82,140,128,92,174,153,177
Tom_Holland_000165_0.png,91,83,172,83,138,129,88,174,153,179
Tom_Holland_000166_0.png,90,84,173,84,140,129,91,174,152,176
Tom_Holland_000167_0.png,89,84,172,83,138,132,89,173,154,177
Tom_Holland_000168_0.png,90,84,171,83,137,130,91,173,155,177
Tom_Holland_000169_0.png,90,84,172,83,138,132,91,174,155,176
Tom_Holland_000171_0.png,90,84,172,83,138,130,91,173,154,178
Tom_Holland_000173_0.png,90,83,170,83,138,131,92,174,154,178
Tom_Holland_000174_0.png,90,83,172,82,137,131,91,173,155,176
Tom_Holland_000175_0.png,90,83,171,83,138,131,90,174,154,176
Tom_Holland_000176_0.png,90,83,171,83,138,132,92,174,154,178
Tom_Holland_000177_0.png,89,84,170,83,138,133,90,175,153,178
Tom_Holland_000179_0.png,90,84,172,83,139,132,92,174,153,177
Tom_Holland_000182_0.png,90,83,171,82,140,132,92,173,155,177
Tom_Holland_000183_0.png,90,83,172,82,139,133,90,174,154,176
Tom_Holland_000184_0.png,91,83,172,84,140,132,90,173,154,176
Tom_Holland_000185_0.png,90,83,171,82,138,132,91,172,154,177
Tom_Holland_000186_0.png,92,83,179,81,129,133,92,173,158,175
Tom_Holland_000187_0.png,91,83,178,82,128,132,92,173,158,175
Tom_Holland_000188_0.png,92,84,179,84,127,134,91,173,156,175
Tom_Holland_000189_0.png,91,84,178,83,127,135,92,174,159,176
Tom_Holland_000190_0.png,91,84,179,84,128,134,92,174,156,174
Tom_Holland_000191_0.png,91,84,178,82,128,134,92,174,158,174
Tom_Holland_000192_0.png,91,83,180,83,128,134,94,173,158,175
Tom_Holland_000193_0.png,91,82,179,84,128,132,91,172,158,175
Tom_Holland_000194_0.png,91,83,179,82,128,132,91,172,158,173
Tom_Holland_000195_0.png,92,84,180,84,128,132,91,173,159,176
Tom_Holland_000197_0.png,90,83,180,83,128,132,90,172,160,176
Tom_Holland_000198_0.png,91,84,179,83,128,133,90,172,158,175
Tom_Holland_000199_0.png,91,83,179,83,129,131,90,173,159,176
Tom_Holland_000200_0.png,91,85,179,84,129,132,90,173,157,176
Tom_Holland_000201_0.png,91,84,178,83,129,131,92,173,158,177
Tom_Holland_000202_0.png,91,84,177,81,128,129,94,172,158,176
Tom_Holland_000203_0.png,92,84,177,83,130,128,92,174,158,176
Tom_Holland_000204_0.png,93,83,176,82,130,130,93,174,157,175
Tom_Holland_000205_0.png,92,84,176,81,129,128,94,173,157,176
Tom_Holland_000206_0.png,93,84,177,80,130,129,92,174,156,176
Tom_Holland_000207_0.png,92,84,177,82,129,129,93,173,158,176
Tom_Holland_000208_0.png,92,84,179,81,129,130,93,174,158,178
Tom_Holland_000209_0.png,90,84,178,82,129,132,90,174,158,176
Tom_Holland_000210_0.png,91,84,179,82,130,130,91,173,159,177
Tom_Holland_000211_0.png,90,84,178,83,129,131,92,174,158,177
Tom_Holland_000212_0.png,91,85,179,82,130,131,92,173,158,176
Tom_Holland_000213_0.png,90,84,180,83,131,132,92,173,161,176
Tom_Holland_000214_0.png,90,84,179,84,130,132,91,173,160,176
Tom_Holland_000216_0.png,81,88,176,89,130,131,91,172,161,177
Tom_Holland_000218_0.png,81,87,171,87,130,132,90,172,163,177
Tom_Holland_000219_0.png,80,87,170,86,128,132,90,172,161,177
Tom_Holland_000221_0.png,80,85,172,86,128,131,91,172,160,176
Tom_Holland_000222_0.png,81,86,171,86,128,132,90,172,162,176
Tom_Holland_000223_0.png,80,86,172,85,128,133,90,172,163,176
Tom_Holland_000224_0.png,82,86,172,85,128,133,90,172,162,175
Tom_Holland_000225_0.png,82,85,172,84,126,131,91,173,160,175
Tom_Holland_000226_0.png,82,84,172,84,126,131,92,173,159,174
Tom_Holland_000229_0.png,81,86,170,84,126,132,94,173,160,174
Tom_Holland_000230_0.png,82,86,170,85,124,130,92,174,159,176
Tom_Holland_000231_0.png,82,84,170,84,125,131,93,173,160,176
Tom_Holland_000232_0.png,81,85,170,84,124,130,91,173,161,177
Tom_Holland_000233_0.png,81,85,170,85,125,131,92,174,160,176
Tom_Holland_000234_0.png,81,85,169,84,124,130,90,172,161,176
Tom_Holland_000235_0.png,83,85,170,85,123,129,91,172,162,175
Tom_Holland_000236_0.png,85,88,172,87,126,130,92,174,163,176
Tom_Holland_000237_0.png,84,90,170,90,128,129,90,173,162,174
Tom_Holland_000238_0.png,84,88,175,90,128,130,90,174,160,177
Tom_Holland_000239_0.png,89,87,178,89,130,130,93,174,160,175
Tom_Holland_000240_0.png,89,86,177,87,130,130,94,173,160,176
Tom_Holland_000241_0.png,90,86,176,87,132,131,97,174,158,176
Tom_Holland_000242_0.png,88,85,176,86,130,131,96,174,156,174
Tom_Holland_000243_0.png,89,84,177,85,129,131,98,175,158,174
Tom_Holland_000244_0.png,89,84,177,85,130,132,96,174,156,174
Tom_Holland_000245_0.png,89,84,178,85,132,133,98,174,157,174
Tom_Holland_000246_0.png,90,84,178,84,128,130,97,175,156,174
Tom_Holland_000247_0.png,90,85,177,85,131,128,96,175,156,177
Tom_Holland_000248_0.png,90,85,177,84,130,129,96,175,156,176
Tom_Holland_000249_0.png,90,84,177,84,131,128,95,175,158,175
Tom_Holland_000250_0.png,89,85,177,84,130,128,93,175,157,175
Tom_Holland_000251_0.png,90,85,177,84,129,130,94,175,158,176
Tom_Holland_000252_0.png,90,84,179,85,130,131,95,175,158,177
Tom_Holland_000253_0.png,90,84,179,84,129,128,96,174,156,176
Tom_Holland_000254_0.png,90,85,179,84,130,130,94,174,158,176
Tom_Holland_000255_0.png,89,85,178,84,129,130,95,173,158,176
Tom_Holland_000256_0.png,90,84,180,84,130,130,94,174,157,173
Tom_Holland_000257_0.png,90,84,179,83,129,131,94,173,158,175
Tom_Holland_000258_0.png,90,84,179,84,130,132,91,174,160,175
Tom_Holland_000259_0.png,91,85,178,84,129,132,92,174,160,175
Tom_Holland_000260_0.png,90,84,178,84,130,131,92,173,159,174
Tom_Holland_000261_0.png,90,84,178,84,129,131,91,174,158,176
Tom_Holland_000262_0.png,90,84,177,84,129,130,90,173,159,176
Tom_Holland_000263_0.png,91,84,179,84,130,131,90,173,160,174
Tom_Holland_000264_0.png,89,85,178,85,128,133,90,172,162,174
Tom_Holland_000265_0.png,89,85,179,86,128,134,85,172,164,172
Tom_Holland_000266_0.png,89,85,181,86,128,136,87,172,162,175
Tom_Holland_000267_0.png,88,85,180,88,128,138,84,171,164,173
Tom_Holland_000268_0.png,88,86,181,88,128,137,85,172,164,174
Tom_Holland_000269_0.png,88,86,181,87,128,135,86,172,166,174
Tom_Holland_000270_0.png,89,86,180,88,129,136,84,171,166,174
Tom_Holland_000271_0.png,88,86,181,88,127,136,83,170,167,174
Tom_Holland_000272_0.png,88,86,180,88,128,137,84,171,168,174
Tom_Holland_000274_0.png,89,86,180,88,129,137,84,174,166,174
Tom_Holland_000275_0.png,89,86,182,87,129,136,84,172,168,174
Tom_Holland_000277_0.png,89,85,181,87,128,137,82,171,167,173
Tom_Holland_000278_0.png,89,86,182,87,128,136,86,172,166,174
Tom_Holland_000279_0.png,87,85,181,86,127,136,83,171,169,174
Tom_Holland_000280_0.png,88,86,180,86,130,136,82,172,166,173
Tom_Holland_000281_0.png,88,86,180,86,127,135,85,171,164,174
Tom_Holland_000282_0.png,88,86,181,86,129,138,85,171,166,174
Tom_Holland_000283_0.png,88,85,180,86,128,137,84,171,164,174
Tom_Holland_000284_0.png,88,85,180,88,129,137,84,171,164,174
Tom_Holland_000285_0.png,89,87,180,86,129,136,84,171,165,173
Tom_Holland_000286_0.png,88,85,180,86,130,135,85,171,164,174
Tom_Holland_000288_0.png,81,91,173,91,127,132,83,170,168,174
Tom_Holland_000289_0.png,77,93,178,93,128,134,82,172,167,172
Tom_Holland_000291_0.png,77,94,177,92,123,132,84,172,166,172
Tom_Holland_000293_0.png,79,89,174,87,122,134,84,170,170,172
Tom_Holland_000294_0.png,80,89,173,87,122,135,86,171,171,172
Tom_Holland_000295_0.png,80,88,172,86,120,134,88,171,171,170
Tom_Holland_000296_0.png,80,87,172,84,119,136,88,172,169,172
Tom_Holland_000298_0.png,80,85,170,84,118,136,87,172,168,171
Tom_Holland_000299_0.png,80,86,170,84,115,133,88,172,166,174
Tom_Holland_000301_0.png,80,85,168,83,117,132,91,171,165,172
Tom_Holland_000302_0.png,80,85,166,84,120,133,90,170,166,171
Tom_Holland_000303_0.png,80,85,167,84,120,133,90,170,166,169
Tom_Holland_000305_0.png,82,85,170,84,120,133,89,172,168,172
Tom_Holland_000306_0.png,82,84,170,84,120,132,89,170,168,170
Tom_Holland_000307_0.png,82,83,170,83,119,131,90,170,169,172
Tom_Holland_000308_0.png,82,84,170,85,119,133,90,170,168,171
Tom_Holland_000310_0.png,82,84,171,84,120,133,89,170,170,171
Tom_Holland_000312_0.png,83,84,168,83,119,130,90,170,167,172
Tom_Holland_000313_0.png,84,83,168,83,120,128,92,169,165,173
Tom_Holland_000314_0.png,84,84,168,84,120,129,94,172,164,174
Tom_Holland_000315_0.png,83,86,168,85,120,131,92,174,162,175
Tom_Holland_000318_0.png,83,92,166,90,124,129,94,174,154,174
Tom_Holland_000319_0.png,83,92,167,89,125,129,94,173,160,174
Tom_Holland_000320_0.png,82,92,167,91,125,129,93,171,161,174
Tom_Holland_000321_0.png,81,92,169,91,127,131,93,172,159,172
Tom_Holland_000322_0.png,81,89,168,89,126,134,95,171,157,173
Tom_Holland_000324_0.png,83,88,167,87,126,134,96,173,155,174
Tom_Holland_000325_0.png,84,88,166,86,124,132,96,173,151,175
Tom_Holland_000326_0.png,83,87,165,87,124,133,96,173,153,173
Tom_Holland_000327_0.png,82,88,166,86,125,133,97,174,154,175
Tom_Holland_000328_0.png,81,88,165,86,124,135,98,172,155,175
Tom_Holland_000329_0.png,80,88,166,86,123,135,98,170,157,173
Tom_Holland_000330_0.png,80,88,164,87,122,136,95,172,154,174
Tom_Holland_000331_0.png,80,86,164,85,124,135,95,171,154,174
Tom_Holland_000332_0.png,80,87,166,86,125,136,97,172,156,175
Tom_Holland_000333_0.png,80,87,165,87,126,136,96,172,156,176
Tom_Holland_000334_0.png,80,88,165,86,124,135,96,172,155,175
Tom_Holland_000335_0.png,81,86,164,86,125,135,100,171,154,174
Tom_Holland_000336_0.png,82,87,165,87,122,136,97,170,156,173
Tom_Holland_000337_0.png,82,87,167,87,122,136,96,170,158,174
Tom_Holland_000338_0.png,81,85,168,86,124,138,95,170,159,174
Tom_Holland_000340_0.png,80,85,169,86,124,138,92,169,157,172
Tom_Holland_000342_0.png,80,82,170,84,124,137,90,165,161,170
Tom_Holland_000343_0.png,80,82,171,83,126,136,90,166,161,170
Tom_Holland_000344_0.png,79,82,169,85,126,137,92,167,162,171
Tom_Holland_000345_0.png,80,81,172,83,127,135,94,166,160,172
Tom_Holland_000346_0.png,81,81,171,82,126,138,98,169,158,172
Tom_Holland_000347_0.png,78,81,171,83,127,137,93,170,157,172
Tom_Holland_000348_0.png,79,81,169,82,124,136,95,170,156,173
Tom_Holland_000349_0.png,79,81,168,82,124,136,93,170,158,170
Tom_Holland_000350_0.png,78,80,170,83,123,138,94,168,155,173
Tom_Holland_000351_0.png,80,81,168,82,124,134,93,169,152,174
Tom_Holland_000352_0.png,79,80,169,81,124,136,94,169,155,174
Tom_Holland_000353_0.png,79,80,169,82,125,136,95,168,152,172
Tom_Holland_000354_0.png,80,79,170,81,123,136,93,169,154,173
Tom_Holland_000355_0.png,79,82,171,82,122,137,90,169,155,175
Tom_Holland_000356_0.png,79,81,170,82,122,137,94,168,154,173
Tom_Holland_000357_0.png,81,81,172,83,122,136,98,168,149,175
Tom_Holland_000358_0.png,82,81,169,83,122,135,96,167,155,175
Tom_Holland_000359_0.png,81,81,169,84,122,136,96,168,149,176
Tom_Holland_000360_0.png,80,80,169,83,120,138,96,168,152,174
Tom_Holland_000361_0.png,80,78,169,83,121,137,94,167,154,175
Tom_Holland_000363_0.png,79,78,168,81,120,135,94,167,153,173
Tom_Holland_000364_0.png,79,79,167,81,120,135,96,168,154,172
Tom_Holland_000367_0.png,80,78,170,82,120,136,94,170,153,172
Tom_Holland_000368_0.png,79,78,169,81,120,137,94,171,152,172
Tom_Holland_000369_0.png,80,80,168,82,118,139,94,170,154,172
Tom_Holland_000370_0.png,79,78,169,82,119,138,95,172,153,173
Tom_Holland_000371_0.png,80,79,169,81,121,136,96,170,151,173
Tom_Holland_000373_0.png,82,80,170,80,121,133,97,169,156,173
Tom_Holland_000374_0.png,81,80,169,81,120,133,94,169,156,173
Tom_Holland_000375_0.png,82,80,168,80,120,134,94,168,158,173
Tom_Holland_000376_0.png,81,80,170,81,121,134,94,170,156,173
Tom_Holland_000377_0.png,81,81,170,80,122,136,95,170,154,172
Tom_Holland_000379_0.png,80,83,171,82,122,133,93,172,156,172
Tom_Holland_000380_0.png,79,88,169,85,122,132,92,172,153,173
Tom_Holland_000382_0.png,80,85,166,83,121,136,95,174,154,174
Tom_Holland_000383_0.png,80,83,167,83,122,134,95,173,153,176
Tom_Holland_000384_0.png,80,82,166,81,121,134,97,173,151,176
Tom_Holland_000385_0.png,82,82,167,80,122,136,98,174,153,174
Tom_Holland_000386_0.png,80,82,168,81,122,132,98,173,154,176
Tom_Holland_000387_0.png,81,82,168,80,123,132,102,174,156,176
Tom_Holland_000389_0.png,83,83,170,81,123,132,100,172,154,175
Tom_Holland_000390_0.png,85,83,170,81,123,134,100,174,157,175
Tom_Holland_000391_0.png,84,83,171,81,124,130,98,173,155,176
Tom_Holland_000392_0.png,83,82,171,80,124,131,98,173,156,174
Tom_Holland_000393_0.png,83,82,169,82,123,130,97,174,156,175
Tom_Holland_000394_0.png,82,84,171,82,124,130,97,174,156,176
Tom_Holland_000395_0.png,83,83,169,82,126,130,98,174,158,176
Tom_Holland_000396_0.png,82,84,171,82,127,129,95,174,156,176
Tom_Holland_000397_0.png,81,83,171,82,127,129,96,174,155,176
Tom_Holland_000398_0.png,81,83,170,82,127,131,95,174,157,176
Tom_Holland_000399_0.png,80,84,167,81,127,130,95,172,157,175
Tom_Holland_000400_0.png,80,84,167,82,128,130,94,172,156,174
Tom_Holland_000401_0.png,79,84,167,82,127,133,94,171,158,175
Tom_Holland_000402_0.png,78,83,167,83,126,134,95,172,156,174
Tom_Holland_000403_0.png,77,82,167,82,127,134,96,171,156,174
Tom_Holland_000404_0.png,78,82,167,81,125,134,97,170,152,174
Tom_Holland_000406_0.png,79,81,168,80,125,134,96,172,153,174
Tom_Holland_000407_0.png,80,81,169,80,126,134,96,174,154,174
Tom_Holland_000408_0.png,82,82,169,82,126,133,94,173,154,174
Tom_Holland_000409_0.png,81,82,169,81,125,133,94,174,154,176
Tom_Holland_000410_0.png,81,83,169,81,125,133,91,173,159,175
Tom_Holland_000411_0.png,80,84,169,81,125,133,93,174,155,175
Tom_Holland_000412_0.png,80,83,169,82,126,134,94,172,156,175
Tom_Holland_000413_0.png,80,82,169,82,126,134,92,173,154,174
Tom_Holland_000414_0.png,80,82,168,83,125,135,93,172,154,175
Tom_Holland_000415_0.png,79,82,170,84,125,132,94,171,153,174
Tom_Holland_000416_0.png,77,83,168,83,126,136,94,173,157,174
Tom_Holland_000417_0.png,77,82,168,84,125,134,93,173,155,175
Tom_Holland_000418_0.png,78,82,168,82,126,134,95,173,158,174
Tom_Holland_000419_0.png,78,84,168,82,124,134,93,174,158,175
Tom_Holland_000420_0.png,78,82,168,82,123,134,95,172,155,174
Tom_Holland_000422_0.png,80,83,168,82,124,132,96,173,153,176
Tom_Holland_000423_0.png,80,84,168,82,126,134,97,173,154,175
Tom_Holland_000424_0.png,79,83,168,83,125,135,94,174,155,176
Tom_Holland_000426_0.png,79,83,168,82,125,133,94,174,155,176
Tom_Holland_000428_0.png,79,83,168,83,124,133,96,174,155,177
Tom_Holland_000429_0.png,78,83,168,82,122,133,95,172,154,175
Tom_Holland_000430_0.png,78,84,167,82,126,134,96,174,156,176
Tom_Holland_000431_0.png,79,84,168,83,124,135,95,174,156,175
Tom_Holland_000432_0.png,79,84,168,82,124,134,95,174,154,176
Tom_Holland_000433_0.png,79,82,168,82,124,134,94,174,156,177
Tom_Holland_000434_0.png,79,82,167,83,124,132,95,174,154,176
Tom_Holland_000435_0.png,81,85,171,83,126,132,95,176,157,176
Tom_Holland_000436_0.png,82,84,170,82,125,133,94,174,157,176
Tom_Holland_000437_0.png,82,82,171,82,126,133,96,172,156,175
Tom_Holland_000438_0.png,81,82,171,82,125,134,95,173,154,174
Tom_Holland_000439_0.png,81,81,169,82,126,134,94,173,154,175
Tom_Holland_000441_0.png,82,82,170,82,126,130,96,174,153,174
Tom_Holland_000442_0.png,81,84,171,84,125,128,96,174,153,174
Tom_Holland_000443_0.png,82,85,171,84,127,130,97,174,152,174
Tom_Holland_000444_0.png,80,87,171,86,126,127,96,174,157,175
Tom_Holland_000445_0.png,80,86,170,86,126,127,96,175,156,175
Tom_Holland_000446_0.png,80,86,171,87,127,128,95,174,158,176
Tom_Holland_000447_0.png,79,87,171,86,126,130,94,175,156,176
Tom_Holland_000448_0.png,82,85,175,86,127,129,96,175,154,175
Tom_Holland_000449_0.png,86,86,177,86,126,128,96,176,152,174
Tom_Holland_000450_0.png,88,85,178,86,130,130,96,175,152,173
Tom_Holland_000451_0.png,87,86,177,89,135,126,95,174,156,174
Tom_Holland_000452_0.png,87,84,176,88,133,127,97,174,152,175
Tom_Holland_000454_0.png,87,86,174,88,135,124,96,175,152,174
Tom_Holland_000455_0.png,88,86,175,89,136,124,93,175,155,176
Tom_Holland_000456_0.png,88,85,174,88,135,126,95,175,151,176
Tom_Holland_000457_0.png,89,87,174,88,134,126,93,176,153,176
Tom_Holland_000458_0.png,88,86,174,88,136,126,93,174,152,176
Tom_Holland_000459_0.png,88,86,174,88,134,126,94,177,154,178
